学校名,集計年,児童数,内特別支援学級児童数,学級数,内特別支援学級数,学校番号,学校種別,行政区
下平間小学校,2010,511,11,18,3,30,小学校,幸区
下平間小学校,2011,529,11,19,3,30,小学校,幸区
下平間小学校,2012,546,9,22,4,30,小学校,幸区
下平間小学校,2013,562,13,21,3,30,小学校,幸区
下平間小学校,2014,563,12,21,3,30,小学校,幸区
下平間小学校,2015,542,12,21,3,30,小学校,幸区
下平間小学校,2016,540,11,20,2,30,小学校,幸区
下平間小学校,2017,533,13,20,2,30,小学校,幸区
日吉小学校,2018,1112,12,35,3,30,小学校,幸区
日吉小学校,2019,1125,11,35,3,30,小学校,幸区
日吉小学校,2020,1121,14,36,3,30,小学校,幸区
日吉小学校,1973,1194,5,31,1,31,小学校,幸区
日吉小学校,1974,1146,8,30,1,31,小学校,幸区
日吉小学校,1975,1075,8,30,1,31,小学校,幸区
日吉小学校,1976,1063,8,28,1,31,小学校,幸区
日吉小学校,1977,1031,7,27,1,31,小学校,幸区
古市場小学校,1978,963,-,25,-,31,小学校,幸区
古市場小学校,1979,1012,-,25,-,31,小学校,幸区
古市場小学校,1980,971,-,24,-,31,小学校,幸区
古市場小学校,1981,936,-,24,-,31,小学校,幸区
古市場小学校,1982,932,-,24,-,31,小学校,幸区
古市場小学校,1983,901,-,23,-,31,小学校,幸区
古市場小学校,1984,852,-,22,-,31,小学校,幸区
古市場小学校,1985,806,-,21,-,31,小学校,幸区
古市場小学校,1986,766,-,20,-,31,小学校,幸区
古市場小学校,1987,709,-,19,-,31,小学校,幸区
古市場小学校,1988,691,-,18,-,31,小学校,幸区
古市場小学校,1989,650,-,18,-,31,小学校,幸区
古市場小学校,1990,636,-,18,-,31,小学校,幸区
古市場小学校,1991,621,1,19,1,31,小学校,幸区
古市場小学校,1992,613,1,19,1,31,小学校,幸区
古市場小学校,1993,575,1,19,1,31,小学校,幸区
古市場小学校,1994,550,1,19,1,31,小学校,幸区
古市場小学校,1995,530,2,19,2,31,小学校,幸区
古市場小学校,1996,508,2,18,2,31,小学校,幸区
古市場小学校,1997,462,3,17,3,31,小学校,幸区
古市場小学校,1998,416,2,14,2,31,小学校,幸区
古市場小学校,1999,413,2,14,2,31,小学校,幸区
古市場小学校,2000,385,2,14,2,31,小学校,幸区
古市場小学校,2001,370,3,14,2,31,小学校,幸区
古市場小学校,2002,374,3,14,2,31,小学校,幸区
古市場小学校,2003,380,4,14,2,31,小学校,幸区
古市場小学校,2004,388,4,14,2,31,小学校,幸区
古市場小学校,2005,384,6,14,2,31,小学校,幸区
古市場小学校,2006,404,6,15,2,31,小学校,幸区
古市場小学校,2007,404,9,14,2,31,小学校,幸区
古市場小学校,2008,416,8,15,2,31,小学校,幸区
古市場小学校,2009,424,7,15,2,31,小学校,幸区
古市場小学校,2010,421,7,16,3,31,小学校,幸区
古市場小学校,2011,420,11,17,4,31,小学校,幸区
古市場小学校,2012,408,13,16,4,31,小学校,幸区
古市場小学校,2013,388,11,16,4,31,小学校,幸区
古市場小学校,2014,385,11,17,4,31,小学校,幸区
古市場小学校,2015,383,12,16,4,31,小学校,幸区
古市場小学校,2016,386,13,16,4,31,小学校,幸区
古市場小学校,2017,395,13,18,5,31,小学校,幸区
小倉小学校,2018,668,27,25,5,31,小学校,幸区
小倉小学校,2019,718,30,28,6,31,小学校,幸区
小倉小学校,2020,740,33,30,7,31,小学校,幸区
小倉小学校,1973,1225,-,30,-,32,小学校,幸区
小倉小学校,1974,1227,-,31,-,32,小学校,幸区
小倉小学校,1975,1170,4,30,1,32,小学校,幸区
小倉小学校,1976,1262,5,32,1,32,小学校,幸区
小倉小学校,1977,1257,4,32,1,32,小学校,幸区
日吉小学校,1978,1019,8,26,1,32,小学校,幸区
日吉小学校,1979,1030,7,27,1,32,小学校,幸区
日吉小学校,1980,1014,5,26,1,32,小学校,幸区
日吉小学校,1981,971,5,25,1,32,小学校,幸区
日吉小学校,1982,958,3,25,1,32,小学校,幸区
日吉小学校,1983,948,3,25,1,32,小学校,幸区
日吉小学校,1984,937,3,25,1,32,小学校,幸区
日吉小学校,1985,927,4,25,1,32,小学校,幸区
日吉小学校,1986,917,5,26,1,32,小学校,幸区
日吉小学校,1987,894,6,26,2,32,小学校,幸区
日吉小学校,1988,921,6,27,2,32,小学校,幸区
日吉小学校,1989,935,6,28,2,32,小学校,幸区
日吉小学校,1990,942,5,28,2,32,小学校,幸区
日吉小学校,1991,907,4,27,2,32,小学校,幸区
日吉小学校,1992,908,4,28,2,32,小学校,幸区
日吉小学校,1993,911,4,28,2,32,小学校,幸区
日吉小学校,1994,906,5,27,2,32,小学校,幸区
日吉小学校,1995,868,5,26,2,32,小学校,幸区
日吉小学校,1996,865,8,26,2,32,小学校,幸区
日吉小学校,1997,811,8,26,2,32,小学校,幸区
日吉小学校,1998,774,7,25,2,32,小学校,幸区
日吉小学校,1999,727,7,23,3,32,小学校,幸区
日吉小学校,2000,680,5,22,3,32,小学校,幸区
日吉小学校,2001,641,4,22,3,32,小学校,幸区
日吉小学校,2002,638,5,21,3,32,小学校,幸区
日吉小学校,2003,619,7,21,3,32,小学校,幸区
日吉小学校,2004,598,6,20,2,32,小学校,幸区
日吉小学校,2005,608,12,21,3,32,小学校,幸区
日吉小学校,2006,624,14,22,3,32,小学校,幸区
日吉小学校,2007,652,12,22,3,32,小学校,幸区
日吉小学校,2008,687,7,23,2,32,小学校,幸区
日吉小学校,2009,714,10,25,3,32,小学校,幸区
日吉小学校,2010,768,11,27,3,32,小学校,幸区
日吉小学校,2011,804,10,30,4,32,小学校,幸区
日吉小学校,2012,819,12,30,4,32,小学校,幸区
日吉小学校,2013,871,15,30,4,32,小学校,幸区
日吉小学校,2014,928,10,32,4,32,小学校,幸区
日吉小学校,2015,1003,12,35,4,32,小学校,幸区
日吉小学校,2016,1063,15,37,5,32,小学校,幸区
日吉小学校,2017,1091,15,35,4,32,小学校,幸区
南加瀬小学校,2018,488,15,21,4,32,小学校,幸区
南加瀬小学校,2019,489,16,19,3,32,小学校,幸区
南加瀬小学校,2020,483,14,18,3,32,小学校,幸区
南加瀬小学校,1973,1393,-,33,-,33,小学校,幸区
南加瀬小学校,1974,1370,-,34,-,33,小学校,幸区
南加瀬小学校,1975,1403,-,34,-,33,小学校,幸区
南加瀬小学校,1976,1449,-,34,-,33,小学校,幸区
南加瀬小学校,1977,1484,-,36,-,33,小学校,幸区
小倉小学校,1978,1253,6,32,1,33,小学校,幸区
小倉小学校,1979,1318,10,33,1,33,小学校,幸区
小倉小学校,1980,1239,13,33,2,33,小学校,幸区
小倉小学校,1981,1190,13,31,2,33,小学校,幸区
小倉小学校,1982,1159,15,30,2,33,小学校,幸区
小倉小学校,1983,1094,16,28,2,33,小学校,幸区
小倉小学校,1984,1014,16,26,2,33,小学校,幸区
小倉小学校,1985,968,15,26,2,33,小学校,幸区
小倉小学校,1986,921,17,26,2,33,小学校,幸区
小倉小学校,1987,877,16,25,2,33,小学校,幸区
小倉小学校,1988,876,11,25,2,33,小学校,幸区
小倉小学校,1989,908,10,26,2,33,小学校,幸区
小倉小学校,1990,948,10,28,2,33,小学校,幸区
小倉小学校,1991,945,9,30,3,33,小学校,幸区
小倉小学校,1992,967,7,30,3,33,小学校,幸区
小倉小学校,1993,993,6,31,3,33,小学校,幸区
小倉小学校,1994,986,6,32,4,33,小学校,幸区
小倉小学校,1995,936,9,30,4,33,小学校,幸区
小倉小学校,1996,916,10,29,4,33,小学校,幸区
小倉小学校,1997,901,10,28,3,33,小学校,幸区
小倉小学校,1998,910,6,28,2,33,小学校,幸区
小倉小学校,1999,889,6,27,2,33,小学校,幸区
小倉小学校,2000,879,4,26,2,33,小学校,幸区
小倉小学校,2001,879,3,26,2,33,小学校,幸区
小倉小学校,2002,854,6,26,2,33,小学校,幸区
小倉小学校,2003,878,12,27,3,33,小学校,幸区
小倉小学校,2004,870,14,28,3,33,小学校,幸区
小倉小学校,2005,842,17,31,5,33,小学校,幸区
小倉小学校,2006,830,20,31,5,33,小学校,幸区
小倉小学校,2007,813,23,30,6,33,小学校,幸区
小倉小学校,2008,791,18,28,5,33,小学校,幸区
小倉小学校,2009,773,13,27,4,33,小学校,幸区
小倉小学校,2010,760,10,27,4,33,小学校,幸区
小倉小学校,2011,723,11,26,3,33,小学校,幸区
小倉小学校,2012,698,15,25,3,33,小学校,幸区
小倉小学校,2013,693,15,26,4,33,小学校,幸区
小倉小学校,2014,698,21,27,5,33,小学校,幸区
小倉小学校,2015,651,21,25,5,33,小学校,幸区
小倉小学校,2016,638,28,25,5,33,小学校,幸区
小倉小学校,2017,643,27,24,5,33,小学校,幸区
夢見ケ崎小学校,2018,379,15,16,3,33,小学校,幸区
夢見ケ崎小学校,2019,395,16,16,3,33,小学校,幸区
夢見ケ崎小学校,2020,378,16,15,3,33,小学校,幸区
下河原小学校,1973,551,4,15,1,34,小学校,幸区
下河原小学校,1974,589,4,16,1,34,小学校,幸区
下河原小学校,1975,569,6,17,1,34,小学校,幸区
下河原小学校,1976,590,3,18,1,34,小学校,幸区
下河原小学校,1977,610,4,17,1,34,小学校,幸区
南加瀬小学校,1978,1466,-,36,-,34,小学校,幸区
南加瀬小学校,1979,1522,-,38,-,34,小学校,幸区
南加瀬小学校,1980,1554,-,38,-,34,小学校,幸区
南加瀬小学校,1981,1565,-,39,-,34,小学校,幸区
南加瀬小学校,1982,1586,-,38,-,34,小学校,幸区
南加瀬小学校,1983,1605,-,39,-,34,小学校,幸区
南加瀬小学校,1984,888,-,23,-,34,小学校,幸区
南加瀬小学校,1985,843,-,22,-,34,小学校,幸区
南加瀬小学校,1986,836,-,22,-,34,小学校,幸区
南加瀬小学校,1987,860,-,23,-,34,小学校,幸区
南加瀬小学校,1988,865,-,23,-,34,小学校,幸区
南加瀬小学校,1989,866,-,23,-,34,小学校,幸区
南加瀬小学校,1990,864,-,24,-,34,小学校,幸区
南加瀬小学校,1991,856,1,25,1,34,小学校,幸区
南加瀬小学校,1992,866,2,25,1,34,小学校,幸区
南加瀬小学校,1993,841,3,25,1,34,小学校,幸区
南加瀬小学校,1994,828,5,25,1,34,小学校,幸区
南加瀬小学校,1995,804,6,26,2,34,小学校,幸区
南加瀬小学校,1996,775,5,24,1,34,小学校,幸区
南加瀬小学校,1997,744,6,23,2,34,小学校,幸区
南加瀬小学校,1998,757,7,24,3,34,小学校,幸区
南加瀬小学校,1999,749,9,24,3,34,小学校,幸区
南加瀬小学校,2000,731,9,25,4,34,小学校,幸区
南加瀬小学校,2001,747,7,25,4,34,小学校,幸区
南加瀬小学校,2002,781,7,26,4,34,小学校,幸区
南加瀬小学校,2003,775,6,26,3,34,小学校,幸区
南加瀬小学校,2004,767,4,26,3,34,小学校,幸区
南加瀬小学校,2005,735,6,24,3,34,小学校,幸区
南加瀬小学校,2006,704,9,22,2,34,小学校,幸区
南加瀬小学校,2007,649,8,22,3,34,小学校,幸区
南加瀬小学校,2008,615,7,22,3,34,小学校,幸区
南加瀬小学校,2009,580,9,24,4,34,小学校,幸区
南加瀬小学校,2010,532,12,23,4,34,小学校,幸区
南加瀬小学校,2011,512,9,20,3,34,小学校,幸区
南加瀬小学校,2012,508,10,19,3,34,小学校,幸区
南加瀬小学校,2013,503,7,18,2,34,小学校,幸区
南加瀬小学校,2014,469,8,16,2,34,小学校,幸区
南加瀬小学校,2015,462,8,18,2,34,小学校,幸区
南加瀬小学校,2016,459,10,17,2,34,小学校,幸区
南加瀬小学校,2017,475,14,19,3,34,小学校,幸区
下河原小学校,2018,269,13,13,2,34,小学校,幸区
下河原小学校,2019,246,14,13,4,34,小学校,幸区
下河原小学校,2020,233,16,12,4,34,小学校,幸区
平間小学校,1973,1043,-,26,-,35,小学校,幸区
平間小学校,1974,1029,9,28,1,35,小学校,幸区
平間小学校,1975,1074,9,27,1,35,小学校,幸区
平間小学校,1976,1095,13,28,1,35,小学校,幸区
平間小学校,1977,1089,11,29,1,35,小学校,幸区
夢見ケ崎小学校,1978,,,,,35,小学校,幸区
夢見ケ崎小学校,1979,,,,,35,小学校,幸区
夢見ケ崎小学校,1980,,,,,35,小学校,幸区
夢見ケ崎小学校,1981,,,,,35,小学校,幸区
夢見ケ崎小学校,1982,,,,,35,小学校,幸区
夢見ケ崎小学校,1983,,,,,35,小学校,幸区
夢見ケ崎小学校,1984,674,-,18,-,35,小学校,幸区
夢見ケ崎小学校,1985,632,-,18,-,35,小学校,幸区
夢見ケ崎小学校,1986,582,-,16,-,35,小学校,幸区
夢見ケ崎小学校,1987,581,-,18,-,35,小学校,幸区
夢見ケ崎小学校,1988,564,-,18,-,35,小学校,幸区
夢見ケ崎小学校,1989,570,-,18,-,35,小学校,幸区
夢見ケ崎小学校,1990,571,-,18,-,35,小学校,幸区
夢見ケ崎小学校,1991,554,1,18,1,35,小学校,幸区
夢見ケ崎小学校,1992,555,1,18,1,35,小学校,幸区
夢見ケ崎小学校,1993,546,3,20,2,35,小学校,幸区
夢見ケ崎小学校,1994,547,3,19,2,35,小学校,幸区
夢見ケ崎小学校,1995,523,3,18,2,35,小学校,幸区
夢見ケ崎小学校,1996,484,3,17,2,35,小学校,幸区
夢見ケ崎小学校,1997,452,3,15,1,35,小学校,幸区
夢見ケ崎小学校,1998,402,3,14,1,35,小学校,幸区
夢見ケ崎小学校,1999,385,3,14,2,35,小学校,幸区
夢見ケ崎小学校,2000,419,4,16,3,35,小学校,幸区
夢見ケ崎小学校,2001,408,7,16,3,35,小学校,幸区
夢見ケ崎小学校,2002,420,9,17,4,35,小学校,幸区
夢見ケ崎小学校,2003,436,9,18,5,35,小学校,幸区
夢見ケ崎小学校,2004,448,8,18,5,35,小学校,幸区
夢見ケ崎小学校,2005,438,9,18,5,35,小学校,幸区
夢見ケ崎小学校,2006,413,10,16,4,35,小学校,幸区
夢見ケ崎小学校,2007,420,10,15,3,35,小学校,幸区
夢見ケ崎小学校,2008,421,10,16,3,35,小学校,幸区
夢見ケ崎小学校,2009,438,13,16,3,35,小学校,幸区
夢見ケ崎小学校,2010,420,14,17,4,35,小学校,幸区
夢見ケ崎小学校,2011,414,15,16,4,35,小学校,幸区
夢見ケ崎小学校,2012,379,15,16,4,35,小学校,幸区
夢見ケ崎小学校,2013,371,16,16,4,35,小学校,幸区
夢見ケ崎小学校,2014,372,21,16,4,35,小学校,幸区
夢見ケ崎小学校,2015,375,21,16,4,35,小学校,幸区
夢見ケ崎小学校,2016,367,17,15,3,35,小学校,幸区
夢見ケ崎小学校,2017,347,15,15,3,35,小学校,幸区
平間小学校,2018,479,15,19,4,35,小学校,幸区
平間小学校,2019,499,18,21,5,35,小学校,幸区
平間小学校,2020,526,21,23,6,35,小学校,幸区
下河原小学校,1978,646,4,18,1,36,小学校,幸区
下河原小学校,1979,655,3,18,1,36,小学校,幸区
下河原小学校,1980,665,3,18,1,36,小学校,幸区
下河原小学校,1981,649,4,19,1,36,小学校,幸区
下河原小学校,1982,651,4,18,1,36,小学校,幸区
下河原小学校,1983,629,3,18,1,36,小学校,幸区
下河原小学校,1984,590,4,19,1,36,小学校,幸区
下河原小学校,1985,550,2,16,1,36,小学校,幸区
下河原小学校,1986,508,1,14,1,36,小学校,幸区
下河原小学校,1987,484,2,14,1,36,小学校,幸区
下河原小学校,1988,472,1,14,1,36,小学校,幸区
下河原小学校,1989,449,1,13,1,36,小学校,幸区
下河原小学校,1990,421,2,13,1,36,小学校,幸区
下河原小学校,1991,399,1,13,1,36,小学校,幸区
下河原小学校,1992,363,1,13,1,36,小学校,幸区
下河原小学校,1993,337,1,13,1,36,小学校,幸区
下河原小学校,1994,303,1,12,1,36,小学校,幸区
下河原小学校,1995,286,1,12,1,36,小学校,幸区
下河原小学校,1996,262,1,10,1,36,小学校,幸区
下河原小学校,1997,228,3,10,3,36,小学校,幸区
下河原小学校,1998,220,3,10,3,36,小学校,幸区
下河原小学校,1999,207,3,9,3,36,小学校,幸区
下河原小学校,2000,201,3,9,3,36,小学校,幸区
下河原小学校,2001,202,3,9,3,36,小学校,幸区
下河原小学校,2002,203,3,9,2,36,小学校,幸区
下河原小学校,2003,208,3,8,1,36,小学校,幸区
下河原小学校,2004,199,4,8,2,36,小学校,幸区
下河原小学校,2005,200,2,8,2,36,小学校,幸区
下河原小学校,2006,200,2,8,2,36,小学校,幸区
下河原小学校,2007,189,2,8,2,36,小学校,幸区
下河原小学校,2008,189,3,8,2,36,小学校,幸区
下河原小学校,2009,192,3,8,2,36,小学校,幸区
下河原小学校,2010,203,5,9,2,36,小学校,幸区
下河原小学校,2011,213,5,10,2,36,小学校,幸区
下河原小学校,2012,219,4,11,2,36,小学校,幸区
下河原小学校,2013,239,6,12,2,36,小学校,幸区
下河原小学校,2014,253,3,12,2,36,小学校,幸区
下河原小学校,2015,261,5,13,2,36,小学校,幸区
下河原小学校,2016,259,5,13,2,36,小学校,幸区
下河原小学校,2017,271,9,13,2,36,小学校,幸区
平間小学校,1978,1065,8,29,1,37,小学校,中原区
平間小学校,1979,1066,-,27,-,37,小学校,中原区
平間小学校,1980,1079,-,27,-,37,小学校,中原区
平間小学校,1981,1051,-,24,-,37,小学校,中原区
平間小学校,1982,984,-,24,-,37,小学校,中原区
平間小学校,1983,944,-,23,-,37,小学校,中原区
平間小学校,1984,866,-,22,-,37,小学校,中原区
平間小学校,1985,800,-,21,-,37,小学校,中原区
平間小学校,1986,740,-,19,-,37,小学校,中原区
平間小学校,1987,687,-,18,-,37,小学校,中原区
平間小学校,1988,649,2,19,1,37,小学校,中原区
平間小学校,1989,626,4,19,1,37,小学校,中原区
平間小学校,1990,609,5,19,1,37,小学校,中原区
平間小学校,1991,577,7,19,2,37,小学校,中原区
平間小学校,1992,567,5,19,2,37,小学校,中原区
平間小学校,1993,544,4,19,2,37,小学校,中原区
平間小学校,1994,518,4,19,2,37,小学校,中原区
平間小学校,1995,478,3,18,2,37,小学校,中原区
平間小学校,1996,471,4,17,3,37,小学校,中原区
平間小学校,1997,466,3,18,3,37,小学校,中原区
平間小学校,1998,453,3,18,3,37,小学校,中原区
平間小学校,1999,446,5,18,4,37,小学校,中原区
平間小学校,2000,432,5,16,4,37,小学校,中原区
平間小学校,2001,429,3,15,3,37,小学校,中原区
平間小学校,2002,422,1,13,1,37,小学校,中原区
平間小学校,2003,413,5,15,3,37,小学校,中原区
平間小学校,2004,416,5,16,3,37,小学校,中原区
平間小学校,2005,408,3,15,2,37,小学校,中原区
平間小学校,2006,404,4,14,2,37,小学校,中原区
平間小学校,2007,413,5,14,2,37,小学校,中原区
平間小学校,2008,423,6,15,2,37,小学校,中原区
平間小学校,2009,435,5,16,2,37,小学校,中原区
平間小学校,2010,421,3,16,2,37,小学校,中原区
平間小学校,2011,394,3,16,2,37,小学校,中原区
平間小学校,2012,415,4,16,2,37,小学校,中原区
平間小学校,2013,420,7,18,3,37,小学校,中原区
平間小学校,2014,431,6,18,3,37,小学校,中原区
平間小学校,2015,415,6,17,3,37,小学校,中原区
平間小学校,2016,425,7,16,3,37,小学校,中原区
平間小学校,2017,466,15,20,5,37,小学校,中原区
玉川小学校,1973,913,6,24,1,38,小学校,中原区
玉川小学校,1974,891,4,29,1,38,小学校,中原区
玉川小学校,1975,1098,4,27,1,38,小学校,中原区
玉川小学校,1976,1142,7,28,1,38,小学校,中原区
玉川小学校,1977,1143,6,28,1,38,小学校,中原区
玉川小学校,1978,1137,7,29,1,38,小学校,中原区
玉川小学校,1979,1164,5,31,1,38,小学校,中原区
玉川小学校,1980,1183,4,31,1,38,小学校,中原区
玉川小学校,1981,1144,3,29,1,38,小学校,中原区
玉川小学校,1982,1086,4,27,1,38,小学校,中原区
玉川小学校,1983,1055,3,27,1,38,小学校,中原区
玉川小学校,1984,1039,3,27,1,38,小学校,中原区
玉川小学校,1985,966,2,26,1,38,小学校,中原区
玉川小学校,1986,899,4,25,1,38,小学校,中原区
玉川小学校,1987,852,3,26,2,38,小学校,中原区
玉川小学校,1988,795,3,23,2,38,小学校,中原区
玉川小学校,1989,777,3,22,2,38,小学校,中原区
玉川小学校,1990,699,3,21,2,38,小学校,中原区
玉川小学校,1991,685,3,22,2,38,小学校,中原区
玉川小学校,1992,698,3,22,2,38,小学校,中原区
玉川小学校,1993,649,5,21,3,38,小学校,中原区
玉川小学校,1994,652,7,21,3,38,小学校,中原区
玉川小学校,1995,647,7,21,3,38,小学校,中原区
玉川小学校,1996,615,6,21,3,38,小学校,中原区
玉川小学校,1997,574,5,21,3,38,小学校,中原区
玉川小学校,1998,553,6,20,3,38,小学校,中原区
玉川小学校,1999,536,5,20,3,38,小学校,中原区
玉川小学校,2000,518,4,19,3,38,小学校,中原区
玉川小学校,2001,519,4,20,3,38,小学校,中原区
玉川小学校,2002,527,3,21,3,38,小学校,中原区
玉川小学校,2003,533,4,21,3,38,小学校,中原区
玉川小学校,2004,537,2,20,2,38,小学校,中原区
玉川小学校,2005,546,4,20,2,38,小学校,中原区
玉川小学校,2006,556,8,21,3,38,小学校,中原区
玉川小学校,2007,572,12,23,4,38,小学校,中原区
玉川小学校,2008,591,12,22,4,38,小学校,中原区
玉川小学校,2009,606,12,22,4,38,小学校,中原区
玉川小学校,2010,611,7,23,4,38,小学校,中原区
玉川小学校,2011,611,9,23,4,38,小学校,中原区
玉川小学校,2012,616,9,21,3,38,小学校,中原区
玉川小学校,2013,599,6,20,2,38,小学校,中原区
玉川小学校,2014,585,11,20,2,38,小学校,中原区
玉川小学校,2015,599,13,21,2,38,小学校,中原区
玉川小学校,2016,578,13,21,2,38,小学校,中原区
玉川小学校,2017,565,10,20,2,38,小学校,中原区
玉川小学校,2018,554,6,20,2,38,小学校,中原区
玉川小学校,2019,554,8,20,2,38,小学校,中原区
玉川小学校,2020,559,10,20,2,38,小学校,中原区
木月小学校,1973,384,-,12,-,39,小学校,中原区
木月小学校,1974,478,-,15,-,39,小学校,中原区
木月小学校,1975,524,-,14,-,39,小学校,中原区
木月小学校,1976,524,-,15,-,39,小学校,中原区
木月小学校,1977,522,-,15,-,39,小学校,中原区
木月小学校,2018,321,9,15,4,39,小学校,中原区
木月小学校,2019,346,8,16,4,39,小学校,中原区
木月小学校,2020,368,9,16,3,39,小学校,中原区
東住吉小学校,1973,802,-,21,-,40,小学校,中原区
東住吉小学校,1974,798,-,20,-,40,小学校,中原区
東住吉小学校,1975,782,-,20,-,40,小学校,中原区
東住吉小学校,1976,757,-,20,-,40,小学校,中原区
東住吉小学校,1977,743,-,19,-,40,小学校,中原区
東住吉小学校,2018,498,13,21,4,40,小学校,中原区
東住吉小学校,2019,510,14,21,4,40,小学校,中原区
東住吉小学校,2020,530,12,21,4,40,小学校,中原区
住吉小学校,1973,1174,6,30,1,41,小学校,中原区
住吉小学校,1974,1083,6,28,1,41,小学校,中原区
住吉小学校,1975,1075,5,27,1,41,小学校,中原区
住吉小学校,1976,1109,6,28,1,41,小学校,中原区
住吉小学校,1977,1110,7,29,1,41,小学校,中原区
木月小学校,1978,538,-,15,-,41,小学校,中原区
木月小学校,1979,550,-,15,-,41,小学校,中原区
木月小学校,1980,554,-,16,-,41,小学校,中原区
木月小学校,1981,573,-,17,-,41,小学校,中原区
木月小学校,1982,556,-,17,-,41,小学校,中原区
木月小学校,1983,521,-,14,-,41,小学校,中原区
木月小学校,1984,492,-,13,-,41,小学校,中原区
木月小学校,1985,473,-,13,-,41,小学校,中原区
木月小学校,1986,427,1,13,1,41,小学校,中原区
木月小学校,1987,410,3,14,2,41,小学校,中原区
木月小学校,1988,377,4,14,2,41,小学校,中原区
木月小学校,1989,374,3,14,2,41,小学校,中原区
木月小学校,1990,362,3,14,2,41,小学校,中原区
木月小学校,1991,358,2,13,1,41,小学校,中原区
木月小学校,1992,386,2,13,1,41,小学校,中原区
木月小学校,1993,374,2,13,1,41,小学校,中原区
木月小学校,1994,377,2,13,1,41,小学校,中原区
木月小学校,1995,385,3,14,1,41,小学校,中原区
木月小学校,1996,376,2,13,1,41,小学校,中原区
木月小学校,1997,367,2,14,2,41,小学校,中原区
木月小学校,1998,369,2,14,2,41,小学校,中原区
木月小学校,1999,360,3,15,3,41,小学校,中原区
木月小学校,2000,351,3,15,3,41,小学校,中原区
木月小学校,2001,357,3,15,3,41,小学校,中原区
木月小学校,2002,355,6,16,4,41,小学校,中原区
木月小学校,2003,359,6,16,4,41,小学校,中原区
木月小学校,2004,350,4,15,3,41,小学校,中原区
木月小学校,2005,358,7,16,4,41,小学校,中原区
木月小学校,2006,353,7,15,3,41,小学校,中原区
木月小学校,2007,315,9,15,3,41,小学校,中原区
木月小学校,2008,320,9,15,3,41,小学校,中原区
木月小学校,2009,319,7,14,2,41,小学校,中原区
木月小学校,2010,323,6,14,2,41,小学校,中原区
木月小学校,2011,304,5,14,2,41,小学校,中原区
木月小学校,2012,320,5,14,2,41,小学校,中原区
木月小学校,2013,312,4,14,2,41,小学校,中原区
木月小学校,2014,315,5,13,2,41,小学校,中原区
木月小学校,2015,323,7,13,2,41,小学校,中原区
木月小学校,2016,315,7,14,3,41,小学校,中原区
木月小学校,2017,309,7,15,4,41,小学校,中原区
住吉小学校,2018,489,16,20,4,41,小学校,中原区
住吉小学校,2019,496,18,20,4,41,小学校,中原区
住吉小学校,2020,506,23,21,5,41,小学校,中原区
井田小学校,1973,1048,77,33,9,42,小学校,中原区
井田小学校,1974,994,42,28,4,42,小学校,中原区
井田小学校,1975,1009,40,28,4,42,小学校,中原区
井田小学校,1976,979,28,27,3,42,小学校,中原区
井田小学校,1977,979,40,28,4,42,小学校,中原区
東住吉小学校,1978,752,-,20,-,42,小学校,中原区
東住吉小学校,1979,777,-,20,-,42,小学校,中原区
東住吉小学校,1980,783,6,22,1,42,小学校,中原区
東住吉小学校,1981,765,3,19,1,42,小学校,中原区
東住吉小学校,1982,750,3,19,1,42,小学校,中原区
東住吉小学校,1983,728,2,19,1,42,小学校,中原区
東住吉小学校,1984,649,3,18,1,42,小学校,中原区
東住吉小学校,1985,606,3,17,1,42,小学校,中原区
東住吉小学校,1986,631,3,20,2,42,小学校,中原区
東住吉小学校,1987,616,2,19,2,42,小学校,中原区
東住吉小学校,1988,607,5,20,3,42,小学校,中原区
東住吉小学校,1989,583,5,20,3,42,小学校,中原区
東住吉小学校,1990,585,7,21,3,42,小学校,中原区
東住吉小学校,1991,574,7,21,3,42,小学校,中原区
東住吉小学校,1992,536,6,20,2,42,小学校,中原区
東住吉小学校,1993,521,3,19,1,42,小学校,中原区
東住吉小学校,1994,495,2,18,1,42,小学校,中原区
東住吉小学校,1995,476,3,16,2,42,小学校,中原区
東住吉小学校,1996,464,3,16,2,42,小学校,中原区
東住吉小学校,1997,457,1,14,1,42,小学校,中原区
東住吉小学校,1998,465,2,15,2,42,小学校,中原区
東住吉小学校,1999,431,3,15,2,42,小学校,中原区
東住吉小学校,2000,432,4,17,3,42,小学校,中原区
東住吉小学校,2001,401,4,16,3,42,小学校,中原区
東住吉小学校,2002,441,6,17,3,42,小学校,中原区
東住吉小学校,2003,470,6,18,3,42,小学校,中原区
東住吉小学校,2004,465,6,19,3,42,小学校,中原区
東住吉小学校,2005,519,5,21,3,42,小学校,中原区
東住吉小学校,2006,525,3,19,2,42,小学校,中原区
東住吉小学校,2007,560,4,20,3,42,小学校,中原区
東住吉小学校,2008,558,6,19,3,42,小学校,中原区
東住吉小学校,2009,559,8,21,4,42,小学校,中原区
東住吉小学校,2010,558,10,22,4,42,小学校,中原区
東住吉小学校,2011,510,12,22,5,42,小学校,中原区
東住吉小学校,2012,499,15,20,4,42,小学校,中原区
東住吉小学校,2013,474,13,19,4,42,小学校,中原区
東住吉小学校,2014,441,14,16,3,42,小学校,中原区
東住吉小学校,2015,442,10,16,2,42,小学校,中原区
東住吉小学校,2016,462,10,17,2,42,小学校,中原区
