学校名,集計年,児童数,内特別支援学級児童数,学級数,内特別支援学級数,学校番号,学校種別,行政区
坂戸小学校,2020,646,19,25,5,58,小学校,高津区
梶ヶ谷小学校,1973,525,-,14,-,59,小学校,高津区
梶ヶ谷小学校,1974,683,-,19,-,59,小学校,高津区
梶ヶ谷小学校,1975,874,-,23,-,59,小学校,高津区
梶ヶ谷小学校,1976,987,-,25,-,59,小学校,高津区
梶ヶ谷小学校,1977,1131,-,28,-,59,小学校,高津区
坂戸小学校,1978,468,-,14,-,59,小学校,高津区
坂戸小学校,1979,490,-,14,-,59,小学校,高津区
坂戸小学校,1980,505,-,14,-,59,小学校,高津区
坂戸小学校,1981,513,-,15,-,59,小学校,高津区
坂戸小学校,1982,620,-,17,-,59,小学校,高津区
坂戸小学校,1983,642,-,18,-,59,小学校,高津区
坂戸小学校,1984,665,-,17,-,59,小学校,高津区
坂戸小学校,1985,632,-,17,-,59,小学校,高津区
坂戸小学校,1986,631,-,18,-,59,小学校,高津区
坂戸小学校,1987,701,-,20,-,59,小学校,高津区
坂戸小学校,1988,724,-,21,-,59,小学校,高津区
坂戸小学校,1989,735,-,21,-,59,小学校,高津区
坂戸小学校,1990,725,-,22,-,59,小学校,高津区
坂戸小学校,1991,769,-,23,-,59,小学校,高津区
坂戸小学校,1992,762,1,24,1,59,小学校,高津区
坂戸小学校,1993,747,2,24,1,59,小学校,高津区
坂戸小学校,1994,715,2,22,1,59,小学校,高津区
坂戸小学校,1995,674,2,22,2,59,小学校,高津区
坂戸小学校,1996,624,2,21,2,59,小学校,高津区
坂戸小学校,1997,591,2,21,2,59,小学校,高津区
坂戸小学校,1998,534,2,19,2,59,小学校,高津区
坂戸小学校,1999,561,1,18,1,59,小学校,高津区
坂戸小学校,2000,529,2,18,2,59,小学校,高津区
坂戸小学校,2001,518,4,19,3,59,小学校,高津区
坂戸小学校,2002,531,6,19,3,59,小学校,高津区
坂戸小学校,2003,517,8,19,3,59,小学校,高津区
坂戸小学校,2004,559,9,20,3,59,小学校,高津区
坂戸小学校,2005,509,10,21,4,59,小学校,高津区
坂戸小学校,2006,515,14,22,4,59,小学校,高津区
坂戸小学校,2007,503,14,21,4,59,小学校,高津区
坂戸小学校,2008,501,13,21,4,59,小学校,高津区
坂戸小学校,2009,486,16,20,4,59,小学校,高津区
坂戸小学校,2010,494,10,19,4,59,小学校,高津区
坂戸小学校,2011,523,9,21,4,59,小学校,高津区
坂戸小学校,2012,536,7,20,3,59,小学校,高津区
坂戸小学校,2013,553,7,21,3,59,小学校,高津区
坂戸小学校,2014,566,8,22,4,59,小学校,高津区
坂戸小学校,2015,564,8,21,4,59,小学校,高津区
坂戸小学校,2016,538,12,22,5,59,小学校,高津区
坂戸小学校,2017,559,10,22,4,59,小学校,高津区
久本小学校,2018,880,9,27,2,59,小学校,高津区
久本小学校,2019,870,5,27,2,59,小学校,高津区
久本小学校,2020,894,7,28,2,59,小学校,高津区
久末小学校,1973,1320,-,31,-,60,小学校,高津区
久末小学校,1974,1389,-,33,-,60,小学校,高津区
久末小学校,1975,1358,-,33,-,60,小学校,高津区
久末小学校,1976,1355,-,33,-,60,小学校,高津区
久末小学校,1977,1357,-,34,-,60,小学校,高津区
久本小学校,1978,782,1,22,1,60,小学校,高津区
久本小学校,1979,846,1,23,1,60,小学校,高津区
久本小学校,1980,832,1,23,1,60,小学校,高津区
久本小学校,1981,832,1,23,1,60,小学校,高津区
久本小学校,1982,940,1,25,1,60,小学校,高津区
久本小学校,1983,699,1,19,1,60,小学校,高津区
久本小学校,1984,755,1,21,1,60,小学校,高津区
久本小学校,1985,753,1,20,1,60,小学校,高津区
久本小学校,1986,771,4,22,2,60,小学校,高津区
久本小学校,1987,801,5,24,3,60,小学校,高津区
久本小学校,1988,794,7,25,3,60,小学校,高津区
久本小学校,1989,787,6,26,3,60,小学校,高津区
久本小学校,1990,772,6,24,2,60,小学校,高津区
久本小学校,1991,737,5,24,2,60,小学校,高津区
久本小学校,1992,709,1,23,1,60,小学校,高津区
久本小学校,1993,667,2,22,2,60,小学校,高津区
久本小学校,1994,625,2,21,2,60,小学校,高津区
久本小学校,1995,605,2,20,2,60,小学校,高津区
久本小学校,1996,540,2,19,2,60,小学校,高津区
久本小学校,1997,461,3,17,3,60,小学校,高津区
久本小学校,1998,393,3,16,3,60,小学校,高津区
久本小学校,1999,371,3,15,3,60,小学校,高津区
久本小学校,2000,366,3,15,3,60,小学校,高津区
久本小学校,2001,392,4,16,3,60,小学校,高津区
久本小学校,2002,422,4,16,3,60,小学校,高津区
久本小学校,2003,456,3,16,2,60,小学校,高津区
久本小学校,2004,493,6,19,4,60,小学校,高津区
久本小学校,2005,532,5,20,4,60,小学校,高津区
久本小学校,2006,583,7,22,4,60,小学校,高津区
久本小学校,2007,704,9,26,5,60,小学校,高津区
久本小学校,2008,761,12,28,5,60,小学校,高津区
久本小学校,2009,800,10,28,4,60,小学校,高津区
久本小学校,2010,812,7,28,4,60,小学校,高津区
久本小学校,2011,817,8,28,4,60,小学校,高津区
久本小学校,2012,827,11,29,4,60,小学校,高津区
久本小学校,2013,834,10,30,4,60,小学校,高津区
久本小学校,2014,853,7,29,3,60,小学校,高津区
久本小学校,2015,868,9,29,3,60,小学校,高津区
久本小学校,2016,888,11,29,3,60,小学校,高津区
久本小学校,2017,901,12,28,2,60,小学校,高津区
下作延小学校,2018,417,12,16,2,60,小学校,高津区
下作延小学校,2019,433,16,17,3,60,小学校,高津区
下作延小学校,2020,443,18,19,4,60,小学校,高津区
上作延小学校,1973,1169,-,30,-,61,小学校,高津区
上作延小学校,1974,1220,-,30,-,61,小学校,高津区
上作延小学校,1975,1323,-,33,-,61,小学校,高津区
上作延小学校,1976,1413,-,36,-,61,小学校,高津区
上作延小学校,1977,1529,-,39,-,61,小学校,高津区
下作延小学校,1978,,,,,61,小学校,高津区
下作延小学校,1979,,,,,61,小学校,高津区
下作延小学校,1980,,,,,61,小学校,高津区
下作延小学校,1981,,,,,61,小学校,高津区
下作延小学校,1982,,,,,61,小学校,高津区
下作延小学校,1983,620,-,18,-,61,小学校,高津区
下作延小学校,1984,598,-,18,-,61,小学校,高津区
下作延小学校,1985,579,-,17,-,61,小学校,高津区
下作延小学校,1986,561,-,17,-,61,小学校,高津区
下作延小学校,1987,542,-,18,-,61,小学校,高津区
下作延小学校,1988,522,-,16,-,61,小学校,高津区
下作延小学校,1989,497,-,14,-,61,小学校,高津区
下作延小学校,1990,500,1,15,1,61,小学校,高津区
下作延小学校,1991,497,3,16,2,61,小学校,高津区
下作延小学校,1992,488,4,16,2,61,小学校,高津区
下作延小学校,1993,487,3,16,1,61,小学校,高津区
下作延小学校,1994,487,3,16,1,61,小学校,高津区
下作延小学校,1995,496,5,18,2,61,小学校,高津区
下作延小学校,1996,468,3,16,2,61,小学校,高津区
下作延小学校,1997,467,3,17,2,61,小学校,高津区
下作延小学校,1998,488,3,17,2,61,小学校,高津区
下作延小学校,1999,501,3,17,2,61,小学校,高津区
下作延小学校,2000,488,4,17,2,61,小学校,高津区
下作延小学校,2001,501,3,16,1,61,小学校,高津区
下作延小学校,2002,501,3,17,1,61,小学校,高津区
下作延小学校,2003,547,3,18,1,61,小学校,高津区
下作延小学校,2004,555,6,19,2,61,小学校,高津区
下作延小学校,2005,543,6,19,2,61,小学校,高津区
下作延小学校,2006,576,8,20,2,61,小学校,高津区
下作延小学校,2007,551,8,20,2,61,小学校,高津区
下作延小学校,2008,546,8,19,2,61,小学校,高津区
下作延小学校,2009,521,10,19,3,61,小学校,高津区
下作延小学校,2010,503,9,19,3,61,小学校,高津区
下作延小学校,2011,474,8,19,3,61,小学校,高津区
下作延小学校,2012,440,9,20,4,61,小学校,高津区
下作延小学校,2013,442,6,18,3,61,小学校,高津区
下作延小学校,2014,412,5,16,2,61,小学校,高津区
下作延小学校,2015,416,6,16,2,61,小学校,高津区
下作延小学校,2016,411,6,15,2,61,小学校,高津区
下作延小学校,2017,406,10,16,2,61,小学校,高津区
高津小学校,2018,1030,18,36,5,61,小学校,高津区
高津小学校,2019,1077,22,38,6,61,小学校,高津区
高津小学校,2020,1137,21,38,5,61,小学校,高津区
久地小学校,1973,636,-,17,-,62,小学校,高津区
久地小学校,1974,684,5,20,1,62,小学校,高津区
久地小学校,1975,790,5,21,1,62,小学校,高津区
久地小学校,1976,856,4,23,1,62,小学校,高津区
久地小学校,1977,870,2,24,1,62,小学校,高津区
高津小学校,1978,1668,4,41,1,62,小学校,高津区
高津小学校,1979,1682,5,42,1,62,小学校,高津区
高津小学校,1980,1694,8,43,1,62,小学校,高津区
高津小学校,1981,1633,9,41,1,62,小学校,高津区
高津小学校,1982,1573,13,40,2,62,小学校,高津区
高津小学校,1983,1421,16,36,2,62,小学校,高津区
高津小学校,1984,1346,14,34,2,62,小学校,高津区
高津小学校,1985,1256,12,33,2,62,小学校,高津区
高津小学校,1986,1160,11,32,2,62,小学校,高津区
高津小学校,1987,1067,9,29,2,62,小学校,高津区
高津小学校,1988,996,9,27,2,62,小学校,高津区
高津小学校,1989,994,9,28,2,62,小学校,高津区
高津小学校,1990,967,7,28,2,62,小学校,高津区
高津小学校,1991,911,7,28,2,62,小学校,高津区
高津小学校,1992,887,6,27,2,62,小学校,高津区
高津小学校,1993,889,8,27,3,62,小学校,高津区
高津小学校,1994,837,3,26,2,62,小学校,高津区
高津小学校,1995,796,4,27,3,62,小学校,高津区
高津小学校,1996,783,3,26,2,62,小学校,高津区
高津小学校,1997,784,3,25,2,62,小学校,高津区
高津小学校,1998,769,3,24,2,62,小学校,高津区
高津小学校,1999,761,2,24,2,62,小学校,高津区
高津小学校,2000,811,3,25,2,62,小学校,高津区
高津小学校,2001,820,4,28,3,62,小学校,高津区
高津小学校,2002,880,9,29,3,62,小学校,高津区
高津小学校,2003,900,8,29,3,62,小学校,高津区
高津小学校,2004,942,10,31,4,62,小学校,高津区
高津小学校,2005,966,9,32,4,62,小学校,高津区
高津小学校,2006,1001,12,32,4,62,小学校,高津区
高津小学校,2007,996,11,32,4,62,小学校,高津区
高津小学校,2008,1019,11,34,4,62,小学校,高津区
高津小学校,2009,1032,16,34,4,62,小学校,高津区
高津小学校,2010,1045,17,36,5,62,小学校,高津区
高津小学校,2011,1073,16,36,4,62,小学校,高津区
高津小学校,2012,1048,15,34,4,62,小学校,高津区
高津小学校,2013,1030,16,35,4,62,小学校,高津区
高津小学校,2014,1023,16,34,4,62,小学校,高津区
高津小学校,2015,1019,15,34,4,62,小学校,高津区
高津小学校,2016,1019,14,35,5,62,小学校,高津区
高津小学校,2017,1005,12,33,4,62,小学校,高津区
梶ヶ谷小学校,2018,837,22,32,6,62,小学校,高津区
梶ヶ谷小学校,2019,839,24,31,6,62,小学校,高津区
梶ヶ谷小学校,2020,833,26,29,5,62,小学校,高津区
野川小学校,1973,1533,21,39,2,63,小学校,高津区
野川小学校,1974,1632,15,41,2,63,小学校,高津区
野川小学校,1975,1573,16,39,2,63,小学校,高津区
野川小学校,1976,1663,15,41,2,63,小学校,高津区
野川小学校,1977,1692,17,42,2,63,小学校,高津区
梶ヶ谷小学校,1978,1215,-,30,-,63,小学校,高津区
梶ヶ谷小学校,1979,1274,-,31,-,63,小学校,高津区
梶ヶ谷小学校,1980,1395,-,34,-,63,小学校,高津区
梶ヶ谷小学校,1981,1407,-,35,-,63,小学校,高津区
梶ヶ谷小学校,1982,1437,-,35,-,63,小学校,高津区
梶ヶ谷小学校,1983,1464,-,35,-,63,小学校,高津区
梶ヶ谷小学校,1984,894,-,23,-,63,小学校,高津区
梶ヶ谷小学校,1985,821,1,23,1,63,小学校,高津区
梶ヶ谷小学校,1986,771,1,21,1,63,小学校,高津区
梶ヶ谷小学校,1987,705,6,21,2,63,小学校,高津区
梶ヶ谷小学校,1988,635,5,20,2,63,小学校,高津区
梶ヶ谷小学校,1989,578,4,20,2,63,小学校,高津区
梶ヶ谷小学校,1990,560,6,19,1,63,小学校,高津区
梶ヶ谷小学校,1991,536,6,19,2,63,小学校,高津区
梶ヶ谷小学校,1992,501,6,17,2,63,小学校,高津区
梶ヶ谷小学校,1993,503,5,17,2,63,小学校,高津区
梶ヶ谷小学校,1994,472,6,17,3,63,小学校,高津区
梶ヶ谷小学校,1995,469,3,16,2,63,小学校,高津区
梶ヶ谷小学校,1996,426,1,13,1,63,小学校,高津区
梶ヶ谷小学校,1997,412,1,13,1,63,小学校,高津区
梶ヶ谷小学校,1998,409,2,15,2,63,小学校,高津区
梶ヶ谷小学校,1999,418,2,15,2,63,小学校,高津区
梶ヶ谷小学校,2000,424,3,14,2,63,小学校,高津区
梶ヶ谷小学校,2001,458,5,16,3,63,小学校,高津区
梶ヶ谷小学校,2002,482,6,17,3,63,小学校,高津区
梶ヶ谷小学校,2003,518,8,18,3,63,小学校,高津区
梶ヶ谷小学校,2004,555,10,19,3,63,小学校,高津区
梶ヶ谷小学校,2005,588,12,20,3,63,小学校,高津区
梶ヶ谷小学校,2006,614,7,21,3,63,小学校,高津区
梶ヶ谷小学校,2007,611,9,20,2,63,小学校,高津区
梶ヶ谷小学校,2008,630,7,21,2,63,小学校,高津区
梶ヶ谷小学校,2009,636,10,21,2,63,小学校,高津区
梶ヶ谷小学校,2010,636,11,20,2,63,小学校,高津区
梶ヶ谷小学校,2011,651,11,21,2,63,小学校,高津区
梶ヶ谷小学校,2012,636,13,22,2,63,小学校,高津区
梶ヶ谷小学校,2013,693,14,24,3,63,小学校,高津区
梶ヶ谷小学校,2014,712,15,26,4,63,小学校,高津区
梶ヶ谷小学校,2015,712,11,26,4,63,小学校,高津区
梶ヶ谷小学校,2016,736,15,28,5,63,小学校,高津区
梶ヶ谷小学校,2017,772,14,28,4,63,小学校,高津区
西梶ヶ谷小学校,2018,604,12,21,3,63,小学校,高津区
西梶ヶ谷小学校,2019,596,9,21,3,63,小学校,高津区
西梶ヶ谷小学校,2020,577,14,22,4,63,小学校,高津区
南野川小学校,1973,537,-,14,-,64,小学校,高津区
南野川小学校,1974,719,-,18,-,64,小学校,高津区
南野川小学校,1975,911,6,24,1,64,小学校,高津区
南野川小学校,1976,953,7,26,1,64,小学校,高津区
南野川小学校,1977,1014,5,27,1,64,小学校,高津区
西梶ヶ谷小学校,1978,,,,,64,小学校,高津区
西梶ヶ谷小学校,1979,,,,,64,小学校,高津区
西梶ヶ谷小学校,1980,,,,,64,小学校,高津区
西梶ヶ谷小学校,1981,,,,,64,小学校,高津区
西梶ヶ谷小学校,1982,,,,,64,小学校,高津区
西梶ヶ谷小学校,1983,,,,,64,小学校,高津区
西梶ヶ谷小学校,1984,595,-,17,-,64,小学校,高津区
西梶ヶ谷小学校,1985,595,-,17,-,64,小学校,高津区
西梶ヶ谷小学校,1986,586,-,17,-,64,小学校,高津区
西梶ヶ谷小学校,1987,588,3,18,1,64,小学校,高津区
西梶ヶ谷小学校,1988,550,3,18,1,64,小学校,高津区
西梶ヶ谷小学校,1989,568,3,18,1,64,小学校,高津区
西梶ヶ谷小学校,1990,576,3,18,1,64,小学校,高津区
西梶ヶ谷小学校,1991,542,2,18,1,64,小学校,高津区
西梶ヶ谷小学校,1992,561,2,18,1,64,小学校,高津区
西梶ヶ谷小学校,1993,586,2,19,1,64,小学校,高津区
西梶ヶ谷小学校,1994,536,2,18,2,64,小学校,高津区
西梶ヶ谷小学校,1995,543,3,18,2,64,小学校,高津区
西梶ヶ谷小学校,1996,501,4,18,3,64,小学校,高津区
西梶ヶ谷小学校,1997,500,3,19,3,64,小学校,高津区
西梶ヶ谷小学校,1998,489,3,18,3,64,小学校,高津区
西梶ヶ谷小学校,1999,517,5,20,3,64,小学校,高津区
西梶ヶ谷小学校,2000,499,5,19,3,64,小学校,高津区
西梶ヶ谷小学校,2001,492,6,18,3,64,小学校,高津区
西梶ヶ谷小学校,2002,512,4,17,2,64,小学校,高津区
西梶ヶ谷小学校,2003,520,4,18,2,64,小学校,高津区
西梶ヶ谷小学校,2004,546,5,19,2,64,小学校,高津区
西梶ヶ谷小学校,2005,534,5,19,3,64,小学校,高津区
西梶ヶ谷小学校,2006,561,4,20,3,64,小学校,高津区
西梶ヶ谷小学校,2007,587,3,21,3,64,小学校,高津区
西梶ヶ谷小学校,2008,585,4,21,3,64,小学校,高津区
西梶ヶ谷小学校,2009,604,4,22,3,64,小学校,高津区
西梶ヶ谷小学校,2010,600,5,22,3,64,小学校,高津区
西梶ヶ谷小学校,2011,577,6,22,3,64,小学校,高津区
西梶ヶ谷小学校,2012,570,6,23,4,64,小学校,高津区
西梶ヶ谷小学校,2013,560,9,23,4,64,小学校,高津区
西梶ヶ谷小学校,2014,572,7,22,4,64,小学校,高津区
西梶ヶ谷小学校,2015,590,8,23,4,64,小学校,高津区
西梶ヶ谷小学校,2016,589,7,21,3,64,小学校,高津区
西梶ヶ谷小学校,2017,604,7,21,2,64,小学校,高津区
久末小学校,2018,930,34,33,6,64,小学校,高津区
久末小学校,2019,902,31,32,6,64,小学校,高津区
久末小学校,2020,842,28,31,6,64,小学校,高津区
宮崎小学校,1973,1495,9,38,1,65,小学校,高津区
宮崎小学校,1974,1359,6,35,1,65,小学校,高津区
宮崎小学校,1975,1468,5,38,1,65,小学校,高津区
宮崎小学校,1976,1580,4,38,1,65,小学校,高津区
宮崎小学校,1977,1449,5,36,1,65,小学校,高津区
久末小学校,1978,1319,-,32,-,65,小学校,高津区
久末小学校,1979,1381,-,33,-,65,小学校,高津区
久末小学校,1980,1361,-,32,-,65,小学校,高津区
久末小学校,1981,1346,-,32,-,65,小学校,高津区
久末小学校,1982,1275,-,31,-,65,小学校,高津区
久末小学校,1983,1136,-,28,-,65,小学校,高津区
久末小学校,1984,1113,-,27,-,65,小学校,高津区
久末小学校,1985,1118,-,26,-,65,小学校,高津区
久末小学校,1986,1073,-,26,-,65,小学校,高津区
久末小学校,1987,1004,-,26,-,65,小学校,高津区
久末小学校,1988,1017,-,27,-,65,小学校,高津区
久末小学校,1989,985,-,26,-,65,小学校,高津区
久末小学校,1990,1017,-,26,-,65,小学校,高津区
久末小学校,1991,1071,1,33,1,65,小学校,高津区
久末小学校,1992,1079,2,33,2,65,小学校,高津区
久末小学校,1993,1050,2,32,2,65,小学校,高津区
久末小学校,1994,1015,4,32,3,65,小学校,高津区
久末小学校,1995,990,3,31,3,65,小学校,高津区
久末小学校,1996,960,10,33,5,65,小学校,高津区
久末小学校,1997,906,8,31,5,65,小学校,高津区
久末小学校,1998,862,8,29,5,65,小学校,高津区
久末小学校,1999,871,9,28,5,65,小学校,高津区
久末小学校,2000,865,8,28,4,65,小学校,高津区
久末小学校,2001,869,8,27,4,65,小学校,高津区
久末小学校,2002,876,8,26,2,65,小学校,高津区
久末小学校,2003,906,10,27,3,65,小学校,高津区
久末小学校,2004,891,10,27,3,65,小学校,高津区
久末小学校,2005,920,9,27,3,65,小学校,高津区
久末小学校,2006,914,11,26,2,65,小学校,高津区
久末小学校,2007,924,14,29,3,65,小学校,高津区
久末小学校,2008,944,9,28,2,65,小学校,高津区
久末小学校,2009,940,6,29,2,65,小学校,高津区
久末小学校,2010,933,9,29,3,65,小学校,高津区
久末小学校,2011,947,12,30,3,65,小学校,高津区
久末小学校,2012,967,14,31,4,65,小学校,高津区
久末小学校,2013,971,23,33,5,65,小学校,高津区
久末小学校,2014,983,30,35,7,65,小学校,高津区
久末小学校,2015,1007,33,37,7,65,小学校,高津区
久末小学校,2016,991,30,36,6,65,小学校,高津区
久末小学校,2017,979,35,36,7,65,小学校,高津区
上作延小学校,2018,718,13,25,5,65,小学校,高津区
上作延小学校,2019,719,15,26,5,65,小学校,高津区
上作延小学校,2020,720,16,26,5,65,小学校,高津区
鷺沼小学校,1973,,,,,66,小学校,高津区
鷺沼小学校,1974,,,,,66,小学校,高津区
鷺沼小学校,1975,,,,,66,小学校,高津区
鷺沼小学校,1976,,,,,66,小学校,高津区
鷺沼小学校,1977,423,-,12,-,66,小学校,高津区
上作延小学校,1978,1654,-,41,-,66,小学校,高津区
上作延小学校,1979,1766,-,42,-,66,小学校,高津区
上作延小学校,1980,1841,-,44,-,66,小学校,高津区
上作延小学校,1981,1834,-,44,-,66,小学校,高津区
上作延小学校,1982,1831,-,44,-,66,小学校,高津区
上作延小学校,1983,1590,-,38,-,66,小学校,高津区
上作延小学校,1984,1505,-,36,-,66,小学校,高津区
上作延小学校,1985,1470,-,35,-,66,小学校,高津区
上作延小学校,1986,901,-,23,-,66,小学校,高津区
上作延小学校,1987,890,1,26,1,66,小学校,高津区
上作延小学校,1988,866,3,26,2,66,小学校,高津区
上作延小学校,1989,826,5,24,2,66,小学校,高津区
上作延小学校,1990,758,5,23,2,66,小学校,高津区
上作延小学校,1991,737,5,23,2,66,小学校,高津区
上作延小学校,1992,693,4,23,2,66,小学校,高津区
上作延小学校,1993,691,3,23,2,66,小学校,高津区
上作延小学校,1994,652,3,22,2,66,小学校,高津区
上作延小学校,1995,644,3,21,2,66,小学校,高津区
上作延小学校,1996,654,1,20,1,66,小学校,高津区
上作延小学校,1997,633,1,20,1,66,小学校,高津区
上作延小学校,1998,590,4,21,3,66,小学校,高津区
上作延小学校,1999,571,4,21,3,66,小学校,高津区
上作延小学校,2000,560,4,21,3,66,小学校,高津区
上作延小学校,2001,571,4,21,3,66,小学校,高津区
上作延小学校,2002,562,7,21,3,66,小学校,高津区
上作延小学校,2003,544,7,21,3,66,小学校,高津区
上作延小学校,2004,535,8,22,4,66,小学校,高津区
上作延小学校,2005,539,9,22,4,66,小学校,高津区
上作延小学校,2006,550,10,22,4,66,小学校,高津区
上作延小学校,2007,535,8,20,2,66,小学校,高津区
上作延小学校,2008,552,8,20,2,66,小学校,高津区
上作延小学校,2009,547,8,20,2,66,小学校,高津区
上作延小学校,2010,543,10,20,2,66,小学校,高津区
上作延小学校,2011,560,8,22,3,66,小学校,高津区
上作延小学校,2012,583,8,22,3,66,小学校,高津区
上作延小学校,2013,602,7,22,3,66,小学校,高津区
上作延小学校,2014,611,10,23,3,66,小学校,高津区
上作延小学校,2015,638,9,23,3,66,小学校,高津区
上作延小学校,2016,666,10,23,3,66,小学校,高津区
上作延小学校,2017,700,12,24,4,66,小学校,高津区
南原小学校,2018,282,9,13,2,66,小学校,高津区
南原小学校,2019,279,8,13,2,66,小学校,高津区
南原小学校,2020,254,5,12,2,66,小学校,高津区
有馬小学校,1973,758,-,19,-,67,小学校,高津区
有馬小学校,1974,1032,-,26,-,67,小学校,高津区
有馬小学校,1975,1282,-,31,-,67,小学校,高津区
有馬小学校,1976,1486,-,36,-,67,小学校,高津区
有馬小学校,1977,1662,-,41,-,67,小学校,高津区
南原小学校,1978,,,,,67,小学校,高津区
南原小学校,1979,,,,,67,小学校,高津区
南原小学校,1980,,,,,67,小学校,高津区
南原小学校,1981,,,,,67,小学校,高津区
南原小学校,1982,,,,,67,小学校,高津区
南原小学校,1983,,,,,67,小学校,高津区
南原小学校,1984,,,,,67,小学校,高津区
南原小学校,1985,,,,,67,小学校,高津区
南原小学校,1986,489,-,13,-,67,小学校,高津区
南原小学校,1987,445,4,14,1,67,小学校,高津区
南原小学校,1988,417,5,14,2,67,小学校,高津区
南原小学校,1989,385,5,14,2,67,小学校,高津区
南原小学校,1990,366,4,14,2,67,小学校,高津区
南原小学校,1991,340,4,14,2,67,小学校,高津区
南原小学校,1992,324,4,13,2,67,小学校,高津区
南原小学校,1993,305,3,13,2,67,小学校,高津区
南原小学校,1994,297,3,13,2,67,小学校,高津区
南原小学校,1995,278,5,12,2,67,小学校,高津区
南原小学校,1996,274,6,12,2,67,小学校,高津区
南原小学校,1997,269,4,12,3,67,小学校,高津区
南原小学校,1998,253,4,12,3,67,小学校,高津区
南原小学校,1999,246,4,12,3,67,小学校,高津区
南原小学校,2000,239,4,12,4,67,小学校,高津区
南原小学校,2001,239,3,12,3,67,小学校,高津区
南原小学校,2002,218,3,10,3,67,小学校,高津区
南原小学校,2003,228,3,9,2,67,小学校,高津区
南原小学校,2004,238,5,10,2,67,小学校,高津区
南原小学校,2005,251,4,11,2,67,小学校,高津区
南原小学校,2006,258,5,12,3,67,小学校,高津区
南原小学校,2007,255,2,12,2,67,小学校,高津区
南原小学校,2008,262,4,14,4,67,小学校,高津区
南原小学校,2009,274,7,15,4,67,小学校,高津区
南原小学校,2010,303,5,14,2,67,小学校,高津区
南原小学校,2011,294,7,14,2,67,小学校,高津区
南原小学校,2012,305,7,15,3,67,小学校,高津区
南原小学校,2013,308,8,15,3,67,小学校,高津区
南原小学校,2014,330,9,15,3,67,小学校,高津区
南原小学校,2015,328,9,15,3,67,小学校,高津区
南原小学校,2016,310,11,14,2,67,小学校,高津区
南原小学校,2017,288,8,13,2,67,小学校,高津区
久地小学校,2018,1106,18,35,4,67,小学校,高津区
久地小学校,2019,1041,14,33,2,67,小学校,高津区
久地小学校,2020,968,17,32,4,67,小学校,高津区
富士見台小学校,1973,1236,-,30,-,68,小学校,高津区
富士見台小学校,1974,1817,-,44,-,68,小学校,高津区
富士見台小学校,1975,1739,-,42,-,68,小学校,高津区
富士見台小学校,1976,2078,-,51,-,68,小学校,高津区
富士見台小学校,1977,1718,-,42,-,68,小学校,高津区
久地小学校,1978,879,3,24,1,68,小学校,高津区
久地小学校,1979,890,2,24,1,68,小学校,高津区
久地小学校,1980,863,3,24,1,68,小学校,高津区
久地小学校,1981,816,3,22,1,68,小学校,高津区
久地小学校,1982,749,13,22,2,68,小学校,高津区
久地小学校,1983,698,13,21,2,68,小学校,高津区
久地小学校,1984,664,13,21,2,68,小学校,高津区
久地小学校,1985,608,13,19,2,68,小学校,高津区
久地小学校,1986,616,12,20,2,68,小学校,高津区
久地小学校,1987,605,6,20,2,68,小学校,高津区
久地小学校,1988,595,6,20,2,68,小学校,高津区
久地小学校,1989,582,8,19,2,68,小学校,高津区
久地小学校,1990,552,6,19,2,68,小学校,高津区
久地小学校,1991,563,5,20,2,68,小学校,高津区
久地小学校,1992,569,3,20,2,68,小学校,高津区
久地小学校,1993,548,3,20,2,68,小学校,高津区
久地小学校,1994,553,2,20,2,68,小学校,高津区
久地小学校,1995,570,1,19,1,68,小学校,高津区
久地小学校,1996,548,1,19,1,68,小学校,高津区
久地小学校,1997,538,3,20,2,68,小学校,高津区
久地小学校,1998,533,4,21,3,68,小学校,高津区
久地小学校,1999,524,4,20,2,68,小学校,高津区
久地小学校,2000,528,4,20,2,68,小学校,高津区
久地小学校,2001,531,5,20,2,68,小学校,高津区
久地小学校,2002,543,6,19,2,68,小学校,高津区
久地小学校,2003,537,4,19,2,68,小学校,高津区
久地小学校,2004,553,5,20,3,68,小学校,高津区
久地小学校,2005,593,7,21,3,68,小学校,高津区
久地小学校,2006,618,9,21,3,68,小学校,高津区
久地小学校,2007,749,10,25,3,68,小学校,高津区
久地小学校,2008,774,15,27,4,68,小学校,高津区
久地小学校,2009,814,16,28,4,68,小学校,高津区
久地小学校,2010,868,16,29,4,68,小学校,高津区
久地小学校,2011,942,15,31,4,68,小学校,高津区
久地小学校,2012,1008,17,35,4,68,小学校,高津区
久地小学校,2013,1044,20,35,4,68,小学校,高津区
久地小学校,2014,1109,15,35,3,68,小学校,高津区
久地小学校,2015,1130,12,36,3,68,小学校,高津区
久地小学校,2016,1165,16,36,3,68,小学校,高津区
久地小学校,2017,1135,18,36,4,68,小学校,高津区
野川小学校,2018,760,24,30,6,68,小学校,宮前区
野川小学校,2019,790,23,31,6,68,小学校,宮前区
野川小学校,2020,784,20,30,5,68,小学校,宮前区
宮崎台小学校,1973,,,,,69,小学校,宮前区
宮崎台小学校,1974,,,,,69,小学校,宮前区
宮崎台小学校,1975,420,-,11,-,69,小学校,宮前区
宮崎台小学校,1976,565,3,15,1,69,小学校,宮前区
宮崎台小学校,1977,719,1,20,1,69,小学校,宮前区
